run_id,timestamp_utc,panel,method,model,level,seed,runtime_seed,d,k,n_obs,n_int,noise_var,budget_slack,status,error,latency_sec,prompt_tokens,completion_tokens,total_tokens,cache_creation_input_tokens,cache_read_input_tokens,true_edges,cpdag_directed,cpdag_undirected,opt_set_size,budget,interventions_used,total_actions,stats_actions,intervene_actions,submit_actions,sanitized_overlap_count,sanitized_invalid_count,sanitized_cycle_count,submit_directed,submit_undirected,skeleton_precision,skeleton_recall,skeleton_f1,compelled_precision,compelled_recall,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency
20260428T070900Z,2026-04-28T07:22:42.035527+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,1332933138,13329331380411,12,14,50,25,1.0,0,success,,25.703314,88695,1496,90191,0,0,14,8,6,2,2,0,13,12,0,1,0,0,0,21,23,0.2727272727272727,0.8571428571428571,0.41379310344827586,1.0,0.375,0.5454545454545454,0.2857142857142857,0.42857142857142855,0.34285714285714286,40,1.0
20260428T070900Z,2026-04-28T07:23:07.744490+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,1231061499,12310614990411,12,14,50,25,1.0,0,failed,RuntimeError: llm_stats_guided session exceeded max_steps=32 without submit_graph,52.240636,,,,,,14,4,10,3,3,,,,,,,,,,,,,,,,,,,,,
20260428T070900Z,2026-04-28T07:23:59.989913+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,1526642568,15266425680512,14,16,50,25,1.0,0,success,,45.845209,227138,3162,230300,0,0,16,10,6,3,3,0,28,27,0,1,0,0,0,19,0,0.10526315789473684,0.125,0.11428571428571428,0.0,0.0,0.0,0.05263157894736842,0.0625,0.05714285714285714,32,1.0
20260428T070900Z,2026-04-28T07:24:45.839496+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,1170708238,11707082380512,14,16,50,25,1.0,0,success,,33.199592,116718,1842,118560,0,0,16,9,7,3,3,0,15,14,0,1,0,0,0,7,66,0.2054794520547945,0.9375,0.33707865168539325,1.0,0.3333333333333333,0.5,0.42857142857142855,0.1875,0.26086956521739124,71,1.0
20260428T070900Z,2026-04-28T07:25:19.044318+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,385840006,3858400060512,14,16,50,25,1.0,0,success,,26.196329,124113,1850,125963,0,0,16,14,2,2,2,0,16,15,0,1,0,0,0,13,0,0.23076923076923078,0.1875,0.20689655172413793,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.15384615384615385,0.125,0.13793103448275862,24,1.0
20260428T070900Z,2026-04-28T07:25:45.246425+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,32447648,324476480512,14,16,50,25,1.0,0,success,,31.417353,142031,2121,144152,0,0,16,14,2,2,2,0,18,17,0,1,0,0,0,5,0,0.4,0.125,0.19047619047619047,0.5,0.07142857142857142,0.125,0.2,0.0625,0.09523809523809523,18,1.0
20260428T070900Z,2026-04-28T07:26:16.669720+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,1017236502,10172365020512,14,16,50,25,1.0,0,success,,24.681542,133479,1800,135279,0,0,16,13,3,3,3,0,17,16,0,1,1,0,0,5,0,0.6,0.1875,0.2857142857142857,1.0,0.15384615384615385,0.2666666666666667,0.6,0.1875,0.2857142857142857,15,1.0
20260428T070900Z,2026-04-28T07:26:41.357862+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,1717602974,17176029740512,14,16,50,25,1.0,0,success,,19.65403,107675,1516,109191,0,0,16,10,6,2,2,0,14,13,0,1,0,0,0,2,0,0.5,0.0625,0.1111111111111111,1.0,0.1,0.18181818181818182,0.5,0.0625,0.1111111111111111,16,1.0
20260428T070900Z,2026-04-28T07:27:01.018902+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,480184089,4801840890512,14,16,50,25,1.0,0,success,,17.203557,76501,1126,77627,0,0,16,14,2,2,2,0,10,9,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16,1.0
20260428T070900Z,2026-04-28T07:27:18.228017+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,5,2015902496,20159024960512,14,16,50,25,1.0,0,success,,17.902816,92119,1420,93539,0,0,16,6,10,2,2,0,12,11,0,1,0,0,0,12,50,0.16129032258064516,0.625,0.2564102564102564,1.0,0.16666666666666666,0.2857142857142857,0.25,0.1875,0.21428571428571427,65,1.0
