d,k,rho,dag_seed,n_obs,undirected_fraction,num_undirected_edges,min_abs_partial_correlation,cond_size_at_min,fisher_z_power
8,7,0.25,0,600,0.42857142857142855,3,0.5635474881230831,0,1.0
8,7,0.25,1,15,0.42857142857142855,3,0.455966806518516,1,0.37164634276511577
8,7,0.25,1,25,0.42857142857142855,3,0.455966806518516,1,0.6162377610775583
8,7,0.25,1,50,0.42857142857142855,3,0.455966806518516,1,0.9159524155102272
8,7,0.25,1,150,0.42857142857142855,3,0.455966806518516,1,0.9999665997327339
8,7,0.25,1,600,0.42857142857142855,3,0.455966806518516,1,1.0
8,7,0.25,2,15,1.0,7,0.6675002256409579,0,0.7975401339157605
8,7,0.25,2,25,1.0,7,0.6675002256409579,0,0.965738130824542
8,7,0.25,2,50,1.0,7,0.6675002256409579,0,0.9998195973238846
8,7,0.25,2,150,1.0,7,0.6675002256409579,0,0.9999999999999972
8,7,0.25,2,600,1.0,7,0.6675002256409579,0,1.0
8,7,0.25,3,15,0.7142857142857143,5,0.6559310389011929,1,0.7407642880811524
8,7,0.25,3,25,0.7142857142857143,5,0.6559310389011929,1,0.949526826574846
8,7,0.25,3,50,0.7142857142857143,5,0.6559310389011929,1,0.9996221000140186
8,7,0.25,3,150,0.7142857142857143,5,0.6559310389011929,1,0.9999999999999752
8,7,0.25,3,600,0.7142857142857143,5,0.6559310389011929,1,1.0
8,7,0.25,4,15,0.42857142857142855,3,0.6898995480724225,0,0.8356601684719006
8,7,0.25,4,25,0.42857142857142855,3,0.6898995480724225,0,0.9781210132548975
8,7,0.25,4,50,0.42857142857142855,3,0.6898995480724225,0,0.9999414247112202
8,7,0.25,4,150,0.42857142857142855,3,0.6898995480724225,0,1.0
8,7,0.25,4,600,0.42857142857142855,3,0.6898995480724225,0,1.0
8,7,0.25,5,15,0.5714285714285714,4,0.4625455343928449,2,0.353048816361863
8,7,0.25,5,25,0.5714285714285714,4,0.4625455343928449,2,0.6097012881984376
8,7,0.25,5,50,0.5714285714285714,4,0.4625455343928449,2,0.9189123593529023
8,7,0.25,5,150,0.5714285714285714,4,0.4625455343928449,2,0.9999762290886196
8,7,0.25,5,600,0.5714285714285714,4,0.4625455343928449,2,1.0
8,7,0.25,6,15,0.5714285714285714,4,0.6648867976664279,0,0.7929185290622374
8,7,0.25,6,25,0.5714285714285714,4,0.6648867976664279,0,0.9640307790855394
8,7,0.25,6,50,0.5714285714285714,4,0.6648867976664279,0,0.9997961078418444
8,7,0.25,6,150,0.5714285714285714,4,0.6648867976664279,0,0.9999999999999957
8,7,0.25,6,600,0.5714285714285714,4,0.6648867976664279,0,1.0
8,7,0.25,7,15,0.2857142857142857,2,0.7550495096809655,1,0.9041520394033886
8,7,0.25,7,25,0.2857142857142857,2,0.7550495096809655,1,0.9946451570077551
8,7,0.25,7,50,0.2857142857142857,2,0.7550495096809655,1,0.9999988085735197
8,7,0.25,7,150,0.2857142857142857,2,0.7550495096809655,1,1.0
8,7,0.25,7,600,0.2857142857142857,2,0.7550495096809655,1,1.0
8,8,0.2857142857142857,0,15,0.25,2,0.5635474881230831,2,0.5229748575543279
8,8,0.2857142857142857,0,25,0.25,2,0.5635474881230831,2,0.8141604266294729
8,8,0.2857142857142857,0,50,0.25,2,0.5635474881230831,2,0.9898290398093476
8,8,0.2857142857142857,0,150,0.25,2,0.5635474881230831,2,0.9999999947600029
8,8,0.2857142857142857,0,600,0.25,2,0.5635474881230831,2,1.0
8,8,0.2857142857142857,1,15,0.5,4,0.6243402029699979,0,0.7177120511102961
8,8,0.2857142857142857,1,25,0.5,4,0.6243402029699979,0,0.9297358008902151
8,8,0.2857142857142857,1,50,0.5,4,0.6243402029699979,0,0.9988894969360862
8,8,0.2857142857142857,1,150,0.5,4,0.6243402029699979,0,0.999999999997679
8,8,0.2857142857142857,1,600,0.5,4,0.6243402029699979,0,1.0
8,8,0.2857142857142857,2,15,0.625,5,0.45586428189443584,0,0.39922436671781214
8,8,0.2857142857142857,2,25,0.625,5,0.45586428189443584,0,0.636112635725079
8,8,0.2857142857142857,2,50,0.625,5,0.45586428189443584,0,0.9212535368890551
8,8,0.2857142857142857,2,150,0.625,5,0.45586428189443584,0,0.9999691439352645
8,8,0.2857142857142857,2,600,0.625,5,0.45586428189443584,0,1.0
8,8,0.2857142857142857,3,15,0.375,3,0.6559310389011926,1,0.740764288081152
8,8,0.2857142857142857,3,25,0.375,3,0.6559310389011926,1,0.9495268265748458
8,8,0.2857142857142857,3,50,0.375,3,0.6559310389011926,1,0.9996221000140186
8,8,0.2857142857142857,3,150,0.375,3,0.6559310389011926,1,0.9999999999999752
8,8,0.2857142857142857,3,600,0.375,3,0.6559310389011926,1,1.0
8,8,0.2857142857142857,4,15,0.5,4,0.6293412263075931,0,0.7272761334139238
8,8,0.2857142857142857,4,25,0.5,4,0.6293412263075931,0,0.9347923352686033
8,8,0.2857142857142857,4,50,0.5,4,0.6293412263075931,0,0.999081664021048
8,8,0.2857142857142857,4,150,0.5,4,0.6293412263075931,0,0.9999999999988584
