level_set,level,instance_index,seed,sample_index,d,k,M,rho,n_obs,n_int,noise_var,budget_slack,sampled_edges,expected_f1,midpoint_envelope,directed_f1,dag_shd
d7_grid,1,8,20360435,38,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,8,20360435,39,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.10526315789473685,15.0
d7_grid,1,8,20360435,40,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.3157894736842105,12.0
d7_grid,1,8,20360435,41,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.3529411764705882,9.0
d7_grid,1,8,20360435,42,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,8,20360435,43,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.24,15.0
d7_grid,1,8,20360435,44,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.0,13.0
d7_grid,1,8,20360435,45,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.2857142857142857,13.0
d7_grid,1,8,20360435,46,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.2,8.0
d7_grid,1,8,20360435,47,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,8,20360435,48,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.18181818181818182,8.0
d7_grid,1,8,20360435,49,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.30769230769230765,8.0
d7_grid,1,8,20360435,50,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.3529411764705882,10.0
d7_grid,1,8,20360435,51,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.0,14.0
d7_grid,1,8,20360435,52,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.27272727272727276,12.0
d7_grid,1,8,20360435,53,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.4,6.0
d7_grid,1,8,20360435,54,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.1111111111111111,14.0
d7_grid,1,8,20360435,55,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.375,9.0
d7_grid,1,8,20360435,56,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.2222222222222222,12.0
d7_grid,1,8,20360435,57,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.16,16.0
d7_grid,1,8,20360435,58,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.25,6.0
d7_grid,1,8,20360435,59,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.0,12.0
d7_grid,1,8,20360435,60,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,12.0
d7_grid,1,8,20360435,61,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,8,20360435,62,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.0,10.0
d7_grid,1,8,20360435,63,7,7,21,0.3333333333333333,25,15,1.0,1,19,0.17666367768538524,0.2,0.3846153846153846,14.0
d7_grid,1,8,20360435,64,7,7,21,0.3333333333333333,25,15,1.0,1,21,0.17666367768538524,0.2,0.35714285714285715,16.0
d7_grid,1,8,20360435,65,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,8,20360435,66,7,7,21,0.3333333333333333,25,15,1.0,1,19,0.17666367768538524,0.2,0.23076923076923078,18.0
d7_grid,1,8,20360435,67,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,12.0
d7_grid,1,8,20360435,68,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.0,14.0
d7_grid,1,8,20360435,69,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.16666666666666666,18.0
d7_grid,1,8,20360435,70,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,8,20360435,71,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.0,18.0
d7_grid,1,8,20360435,72,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,10.0
d7_grid,1,8,20360435,73,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.19047619047619047,15.0
d7_grid,1,8,20360435,74,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.4,11.0
d7_grid,1,8,20360435,75,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.2,8.0
d7_grid,1,8,20360435,76,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.3,13.0
d7_grid,1,8,20360435,77,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.25,10.0
d7_grid,1,8,20360435,78,7,7,21,0.3333333333333333,25,15,1.0,1,19,0.17666367768538524,0.2,0.23076923076923078,17.0
d7_grid,1,8,20360435,79,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.16,17.0
d7_grid,1,8,20360435,80,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.18181818181818182,8.0
d7_grid,1,8,20360435,81,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,8,20360435,82,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.26086956521739124,15.0
d7_grid,1,8,20360435,83,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.3,13.0
d7_grid,1,8,20360435,84,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.3333333333333333,8.0
d7_grid,1,8,20360435,85,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.08695652173913043,17.0
d7_grid,1,8,20360435,86,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.15384615384615383,11.0
d7_grid,1,8,20360435,87,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,8,20360435,88,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,10.0
d7_grid,1,8,20360435,89,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.18181818181818182,14.0
d7_grid,1,8,20360435,90,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.34782608695652173,14.0
d7_grid,1,8,20360435,91,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.09090909090909091,16.0
d7_grid,1,8,20360435,92,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.0,12.0
d7_grid,1,8,20360435,93,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,8,20360435,94,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,12.0
d7_grid,1,8,20360435,95,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.11764705882352941,12.0
d7_grid,1,8,20360435,96,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,8,20360435,97,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,8,20360435,98,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.18181818181818182,9.0
d7_grid,1,8,20360435,99,7,7,21,0.3333333333333333,25,15,1.0,1,20,0.17666367768538524,0.2,0.37037037037037035,15.0
d7_grid,1,9,20360436,0,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.4210526315789474,10.0
d7_grid,1,9,20360436,1,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.0,10.0
d7_grid,1,9,20360436,2,7,7,21,0.3333333333333333,25,15,1.0,1,21,0.17666367768538524,0.2,0.14285714285714285,19.0
d7_grid,1,9,20360436,3,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.16666666666666666,9.0
d7_grid,1,9,20360436,4,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.19047619047619047,14.0
d7_grid,1,9,20360436,5,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.18181818181818182,15.0
d7_grid,1,9,20360436,6,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.4761904761904762,10.0
d7_grid,1,9,20360436,7,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,9,20360436,8,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.16666666666666666,10.0
d7_grid,1,9,20360436,9,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.1,15.0
d7_grid,1,9,20360436,10,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.10526315789473685,14.0
d7_grid,1,9,20360436,11,7,7,21,0.3333333333333333,25,15,1.0,1,20,0.17666367768538524,0.2,0.2222222222222222,17.0
d7_grid,1,9,20360436,12,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.17391304347826086,16.0
d7_grid,1,9,20360436,13,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,9,20360436,14,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.25,6.0
d7_grid,1,9,20360436,15,7,7,21,0.3333333333333333,25,15,1.0,1,19,0.17666367768538524,0.2,0.15384615384615385,18.0
d7_grid,1,9,20360436,16,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,9,20360436,17,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.25,12.0
d7_grid,1,9,20360436,18,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.3157894736842105,11.0
d7_grid,1,9,20360436,19,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.18181818181818182,9.0
d7_grid,1,9,20360436,20,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.1,14.0
d7_grid,1,9,20360436,21,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.0,19.0
d7_grid,1,9,20360436,22,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,9,20360436,23,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.3157894736842105,10.0
d7_grid,1,9,20360436,24,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,11.0
d7_grid,1,9,20360436,25,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.0,15.0
d7_grid,1,9,20360436,26,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.38095238095238093,11.0
d7_grid,1,9,20360436,27,7,7,21,0.3333333333333333,25,15,1.0,1,21,0.17666367768538524,0.2,0.2857142857142857,17.0
d7_grid,1,9,20360436,28,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.09523809523809523,16.0
d7_grid,1,9,20360436,29,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,9,20360436,30,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.375,10.0
d7_grid,1,9,20360436,31,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,12.0
d7_grid,1,9,20360436,32,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.19047619047619047,14.0
d7_grid,1,9,20360436,33,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.09090909090909091,17.0
d7_grid,1,9,20360436,34,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.2857142857142857,12.0
d7_grid,1,9,20360436,35,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.26086956521739124,15.0
d7_grid,1,9,20360436,36,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.09523809523809523,16.0
d7_grid,1,9,20360436,37,7,7,21,0.3333333333333333,25,15,1.0,1,20,0.17666367768538524,0.2,0.37037037037037035,16.0
d7_grid,1,9,20360436,38,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.36363636363636365,13.0
d7_grid,1,9,20360436,39,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.25,6.0
d7_grid,1,9,20360436,40,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.22222222222222224,7.0
d7_grid,1,9,20360436,41,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,12.0
d7_grid,1,9,20360436,42,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.3529411764705882,8.0
d7_grid,1,9,20360436,43,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,9,20360436,44,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.0,16.0
d7_grid,1,9,20360436,45,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,9,20360436,46,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.16666666666666666,16.0
d7_grid,1,9,20360436,47,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,10.0
d7_grid,1,9,20360436,48,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.2105263157894737,13.0
d7_grid,1,9,20360436,49,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.125,12.0
d7_grid,1,9,20360436,50,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.19047619047619047,14.0
d7_grid,1,9,20360436,51,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.0,14.0
d7_grid,1,9,20360436,52,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,9,20360436,53,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,13.0
d7_grid,1,9,20360436,54,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,9,20360436,55,7,7,21,0.3333333333333333,25,15,1.0,1,19,0.17666367768538524,0.2,0.3846153846153846,15.0
d7_grid,1,9,20360436,56,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.30769230769230765,7.0
d7_grid,1,9,20360436,57,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.0,13.0
d7_grid,1,9,20360436,58,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.08695652173913043,16.0
d7_grid,1,9,20360436,59,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.0,15.0
d7_grid,1,9,20360436,60,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.0,10.0
d7_grid,1,9,20360436,61,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,9,20360436,62,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.16666666666666666,9.0
d7_grid,1,9,20360436,63,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,12.0
d7_grid,1,9,20360436,64,7,7,21,0.3333333333333333,25,15,1.0,1,21,0.17666367768538524,0.2,0.2857142857142857,17.0
d7_grid,1,9,20360436,65,7,7,21,0.3333333333333333,25,15,1.0,1,19,0.17666367768538524,0.2,0.07692307692307693,19.0
d7_grid,1,9,20360436,66,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,12.0
d7_grid,1,9,20360436,67,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.36363636363636365,7.0
d7_grid,1,9,20360436,68,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.2,13.0
d7_grid,1,9,20360436,69,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.16666666666666666,16.0
d7_grid,1,9,20360436,70,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.0,14.0
d7_grid,1,9,20360436,71,7,7,21,0.3333333333333333,25,15,1.0,1,9,0.17666367768538524,0.2,0.125,12.0
d7_grid,1,9,20360436,72,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.22222222222222224,7.0
d7_grid,1,9,20360436,73,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,9,20360436,74,7,7,21,0.3333333333333333,25,15,1.0,1,20,0.17666367768538524,0.2,0.37037037037037035,15.0
d7_grid,1,9,20360436,75,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,9,20360436,76,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.4,9.0
d7_grid,1,9,20360436,77,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.0,10.0
d7_grid,1,9,20360436,78,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.2105263157894737,12.0
d7_grid,1,9,20360436,79,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.2105263157894737,12.0
d7_grid,1,9,20360436,80,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.10526315789473685,14.0
d7_grid,1,9,20360436,81,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.26666666666666666,10.0
d7_grid,1,9,20360436,82,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.19047619047619047,14.0
d7_grid,1,9,20360436,83,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.0,18.0
d7_grid,1,9,20360436,84,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.0,10.0
d7_grid,1,9,20360436,85,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,9,20360436,86,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.25,15.0
d7_grid,1,9,20360436,87,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,12.0
d7_grid,1,9,20360436,88,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.11764705882352941,13.0
d7_grid,1,9,20360436,89,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,9,20360436,90,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,9,20360436,91,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.16666666666666666,17.0
d7_grid,1,9,20360436,92,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.2857142857142857,9.0
d7_grid,1,9,20360436,93,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.0,13.0
d7_grid,1,9,20360436,94,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,12.0
d7_grid,1,9,20360436,95,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.1111111111111111,14.0
d7_grid,1,9,20360436,96,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,9,20360436,97,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.2222222222222222,13.0
d7_grid,1,9,20360436,98,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,9,20360436,99,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.0,12.0
d7_grid,1,10,20360437,0,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.23529411764705882,11.0
d7_grid,1,10,20360437,1,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.16666666666666666,9.0
d7_grid,1,10,20360437,2,7,7,21,0.3333333333333333,25,15,1.0,1,4,0.17666367768538524,0.2,0.36363636363636365,7.0
d7_grid,1,10,20360437,3,7,7,21,0.3333333333333333,25,15,1.0,1,13,0.17666367768538524,0.2,0.6,8.0
d7_grid,1,10,20360437,4,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.09090909090909091,17.0
d7_grid,1,10,20360437,5,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.34782608695652173,13.0
d7_grid,1,10,20360437,6,7,7,21,0.3333333333333333,25,15,1.0,1,15,0.17666367768538524,0.2,0.0,17.0
d7_grid,1,10,20360437,7,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,11.0
d7_grid,1,10,20360437,8,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.1111111111111111,16.0
d7_grid,1,10,20360437,9,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,10,20360437,10,7,7,21,0.3333333333333333,25,15,1.0,1,21,0.17666367768538524,0.2,0.5,14.0
d7_grid,1,10,20360437,11,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.26086956521739124,14.0
d7_grid,1,10,20360437,12,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,11.0
d7_grid,1,10,20360437,13,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.0,17.0
d7_grid,1,10,20360437,14,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,10.0
d7_grid,1,10,20360437,15,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.3333333333333333,15.0
d7_grid,1,10,20360437,16,7,7,21,0.3333333333333333,25,15,1.0,1,0,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,10,20360437,17,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.13333333333333333,13.0
d7_grid,1,10,20360437,18,7,7,21,0.3333333333333333,25,15,1.0,1,8,0.17666367768538524,0.2,0.0,13.0
d7_grid,1,10,20360437,19,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.2105263157894737,13.0
d7_grid,1,10,20360437,20,7,7,21,0.3333333333333333,25,15,1.0,1,20,0.17666367768538524,0.2,0.2222222222222222,18.0
d7_grid,1,10,20360437,21,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.3333333333333333,15.0
d7_grid,1,10,20360437,22,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.2,8.0
d7_grid,1,10,20360437,23,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.33333333333333326,12.0
d7_grid,1,10,20360437,24,7,7,21,0.3333333333333333,25,15,1.0,1,20,0.17666367768538524,0.2,0.29629629629629634,17.0
d7_grid,1,10,20360437,25,7,7,21,0.3333333333333333,25,15,1.0,1,10,0.17666367768538524,0.2,0.3529411764705882,10.0
d7_grid,1,10,20360437,26,7,7,21,0.3333333333333333,25,15,1.0,1,17,0.17666367768538524,0.2,0.16666666666666666,16.0
d7_grid,1,10,20360437,27,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,10,20360437,28,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.24,15.0
d7_grid,1,10,20360437,29,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,7.0
d7_grid,1,10,20360437,30,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,10,20360437,31,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.08695652173913043,18.0
d7_grid,1,10,20360437,32,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.15384615384615383,11.0
d7_grid,1,10,20360437,33,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,8.0
d7_grid,1,10,20360437,34,7,7,21,0.3333333333333333,25,15,1.0,1,14,0.17666367768538524,0.2,0.4761904761904762,11.0
d7_grid,1,10,20360437,35,7,7,21,0.3333333333333333,25,15,1.0,1,16,0.17666367768538524,0.2,0.34782608695652173,13.0
d7_grid,1,10,20360437,36,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.08,19.0
d7_grid,1,10,20360437,37,7,7,21,0.3333333333333333,25,15,1.0,1,2,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,10,20360437,38,7,7,21,0.3333333333333333,25,15,1.0,1,7,0.17666367768538524,0.2,0.14285714285714285,10.0
d7_grid,1,10,20360437,39,7,7,21,0.3333333333333333,25,15,1.0,1,6,0.17666367768538524,0.2,0.30769230769230765,7.0
d7_grid,1,10,20360437,40,7,7,21,0.3333333333333333,25,15,1.0,1,12,0.17666367768538524,0.2,0.2105263157894737,13.0
d7_grid,1,10,20360437,41,7,7,21,0.3333333333333333,25,15,1.0,1,11,0.17666367768538524,0.2,0.2222222222222222,12.0
d7_grid,1,10,20360437,42,7,7,21,0.3333333333333333,25,15,1.0,1,3,0.17666367768538524,0.2,0.0,9.0
d7_grid,1,10,20360437,43,7,7,21,0.3333333333333333,25,15,1.0,1,5,0.17666367768538524,0.2,0.0,11.0
d7_grid,1,10,20360437,44,7,7,21,0.3333333333333333,25,15,1.0,1,18,0.17666367768538524,0.2,0.4,14.0
d7_grid,1,10,20360437,45,7,7,21,0.3333333333333333,25,15,1.0,1,1,0.17666367768538524,0.2,0.0,7.0
